FLAG	KEY	EN	FR	ES	IND	KM	AR	TR	ET	RU	GE	HU	IT	SR	ZH	DE
PHP	REC_NO	Rec-No	Rec-No	Reg. Nº	Rec-No	Rec-No	رقم السجل	Kayıt-No	Kir-nr	№ п/п	Rec-No	Adat-szám	Rec-No	Beleška broj	记录号码	Rec-Nr.
PHP	RECORD_NO	Record No	Enregistrement no.	Registro Nº	No. catatan	លេខ​កំណត់​ត្រា	رقم السجل	Kayıt Numarası	Kirje nr	№ записи	ჩანაწერის ნომერი	Adatszám	Nessuna Registrazione	Beleška broj	记录号码	Eintrag Nr.
PHP	RECORD_NUMBER	Record number	Numéro de l'enregistrement	Número de registro	Nomor Catatan	លេខ​កំណត់​ត្រា	رقم السجل	Kayıt Numarası	Kirje number	Номер записи	ჩანაწერის რიცხვი	Adatszám	Numero di Registrazione	Broj beleške	记录号码	Eintrag Nummer
PHP	RECORD_TYPE	Record type	Type d'enregistrement	Tipo de registro	Jenis Catatan	ប្រភេត​កំណត់​ត្រា	نوع السجل	Kayıt Türü	Kirje tüüp	Тип записи	ჩანაწერის ტიპი	Adattípus	Tipo di Registrazione	Vrsta belešle	纪录类型	Eintragsart
PHP	RECORDS_PER_PAGE	Records per page	Enregistrements par page	Registros por página	Catatan per halaman	កំណត់​ត្រា​ក្នុង​មួយ​ទំព័រ	السجلات لكل صفحة	Sayfa başına kayıt sayısı	Kirjeid lehekülje kohta	Записей на страницу	ჩანაწერები გვერდის მიხედვით	Adat oldalanként	Registrazioni per pagina	Beleški po strani	每页的纪录数目	Einträge pro Seite
JS	REGEX	regex	regex	regex	regex	ជ្រើស​រើស​ពាក្យ​​ប្រហាក់​ប្រហែល	regex	regex	regex	регулярные выражения (regex)	რეგულარული გამოხატვა	regex	regex	Regex	正则表达式	regulärer Ausdruck
PHP	RELATED_EVENT	Related Event	Evénement connexe	Evento relacionado	Peristiwa Terkait	ព្រឹត្តិការណ៍​ដែល​ពាក់​ព័ន្ធ	الحدث ذو الصلة	Bağlantılı Olay	Seotud Sündmus	Связанное событие	დაკავშირებული შემთხვევა	Kapcsolódó esemény	Eventi Correlati	Povezani događaj	相关事件	zugehöriges Ereignis
PHP	RELATED_EVENT_TITLE	Related Event title	Titre de l'Evénement connexe	Título del evento relacionado	Judul Peristiwa Terkait	ចំណង​ជើង​ព្រឹត្តិការណ៍ដែល​ពាក់ព័ន្ធ	عنوان الحدث  ذو الصلة	Bağlantılı Olay adı	Seotud Sündmuse Pealkiri	Название связанного события	დაკავშირებული შემთხვევის დასახელება	Kapcsolódó esemény címe	Titolo Eventi Correlati	Naslov povezanog događaja	相关事件标题	zugehöriger Ereignis Titel
PHP	RELATED_PERSON	Related Person	Personne connexe	Personas relacionadas	Orang terhubung	បុគ្ឡល​ពាក់​ព័ន្ធ	الشخص ذو الصلة	Bağlantılı Kişi	Seotud Isik	Контактное лицо	დაკავშირებული პირი	Kapcsolódó személy	Persona Correlata	Povezana osoba	相关人士	zugehörige Person
PHP	REMARKS	Remarks	Remarques	Observaciones	Catatan	សេច​ក្តី​សង្កេត​បន្ថែម	ملاحظات توضيحية	Yorumlar	Märkused	Пометки	შენიშვნები	Megjegyzések	Osservazioni	Napomene	备注	Anmerkungen
JS	REMOVE	Remove	Enlever	Borrar	Hapus	ដក​ចេញ	إزالة	Kaldır	Eemalda	Удалить	მოცილება	Eltávolítás	Rimuovi	Ukloni	除去	entfernen
JS	REMOVE_CLARIFY	Remove Clarify	Enlever Clarifier	Eliminar Explicar	Hapus Klarifikasi	លុបចោល​បញ្ជាក់​បន្ថែម	إزالة التوضيح	Açıklamayı Kaldır	Eemalda Täpsusta	Удалить "Пояснить"	მოცილება განმარტება	Magyarázat eltávolítása	Rimuovi Chiarire	Ukloni pojašnjenje	除去说明	Klären entfernen
JS	REMOVE_CONDITION	Remove Condition	Enlever Condition	Eliminar Condición	Hapus Kondisi	លុប​ចោល​លក្ខខណ្ឌ	إزالة الحالة	Koşulu Kaldır	Eemalda Tingimus	Удалить условие	მოცილების პირობა	Feltétel eltávolítása	Rimuovi Requisito	Ukloni uslove	除去条件	Kondition entfernen
PHP	REMOVE_LANGUAGE	Remove language	Enlever la langue	Eliminar idioma	Hapus bahasa	ដកភាសា​ចេញ	إزالة اللغة	Dili Kaldır	Eemalda Keel	Удалить язык	მოაცილეთ ენა	Nyelv eltávolítása	Rimuovi lingua	Ukloni jezik	除去语言	Sprache entfernen
JS	REMOVE_SELECTION	Remove Selection	Enlever Sélection	Eliminar Selección	Hapus Pilihani	លុប​ចោល​ការ​ជ្រើស​រើស	إزالة الاختيار	Seçimi Kaldır	Eemalda Valik	Убрать выделение	მოაცილეთ შერჩევა	Kiválasztás törlése	Rimuovi Selezione	Ukloni selekciju	除去选项	Auswahl entfernen
PHP	REPORT	Report	Rapport	Reporte	Laporan	នាំ​ចូល	تقرير	Raporla	Aruanne	Отчет	ანგარიში	Jelentés  	Report	Prijavi	报告	Bericht
PHP	REQUESTED_ACT_RECORD_DOES_NOT_EXIST_	Requested Act record does not exist.	L'Acte demandé n'existe pas	No existe registro del acto solicitado	Tindakan yang diminta tidak tersedia	មិន​មាន​បទ​រំលោភ​ដែល​​អ្នក​ស្វែង​រក​ទេ	سجل الفعل المطلوب غير موجود.	İstenen Fiil kaydı bulunmuyor.	Soovitud Toimingu kirje ei eksisteeri	Запрашиваемая запись об акте не существует.	მოთხოვნილი აქტის ჩანაწერი არ არსებობს.	A keresett cselekmény nem létezik.	La registrazione dell'Atto richiesto non esiste	Tražena beleška o postupku/aktu ne postoji	想查看的侵权案件不存在。	Angeforderter Tateintrag existiert nicht
PHP	REQUESTED_INFORMATION_DOES_NOT_EXIST	Requested Information does not exist	L'Information demandée n'existe pas	No existe registro de la  información solicitada	Informasi yang diminta tidak tersedia	មិន​មាន​ពត៌មាន​នេះ​ទេ	المعلومات المطلوبة غير موجودة	İstenen Bilgi bulunmuyor.	Soovitud Informatsioon ei eksisteeri	Запрашиваемая информация не существует.	მოთხოვნილი ინფორმაცია არ არსებობს	A keresett információ nem létezik.	L'informazione richiesta non esiste	Tražena informacija ne postoji	想查看的信息不存在。	Angeforderte Information existiert nicht
PHP	REQUESTED_INTERVENTION_DOES_NOT_EXIST	Requested Intervention does not exist	L'Intervention demandée n'existe pas	No existe registro de la intervención solicitada	Intervensi yang diminta tidak tersedia	មិន​មាន​អន្តរាគមន៍​នេះ​ទេ	التدخل المطلوب غير موجود	İstenen Müdahale bulunmuyor.	Soovitud Sekkumine ei eksisteeri	Запрашиваемое вмешательство не существует.	მოთხოვნილი ინტერვენცია  არ არსებობს	A keresett beavatkozás nem létezik.	L'intervento richiesto non esiste	Tražena intervencija ne postoji	想查看的案件介入不存在。	Angeforderte Intervention existiert nicht
PHP	REQUESTED_INVOLVEMENT_DOES_NOT_EXIST	Requested Involvement does not exist	L'Implication demandée n'existe pas	No existe registro del involucramiento solicitado	Keterlibatan yang diminta tidak tersedia	មិន​មាន​ការ​ពាក់​ព័ន្ធ​នេះ​ទេ	التورط المطلوب غير موجود	İstenen Katılım bulunmuyor.	Soovitud Seotust ei eksisteeri	Запрашиваемое участие не существует.	მოთხოვნილი ჩართულობა არ არსებობს	A keresett bevonás nem létezik.	Il Coinvolgimento richiesto non esiste	Tražena uključenost ne postoji	想查看的案件参与不存在。	Angeforderte Involviertheit existiert nicht
PHP	RESET	Reset	Réinitialiser	Restaurar	Reset	កំណត់​ឡើង​វិញ	إعادة ضبط	Sıfırla	Nulli	Обнулить	დაყენება	Visszaállítás	Resettare	Resetuj	重设	zurücksetzen
PHP	RESET_ALL	Reset All	Réinitialiser tous	Restaurar todos	Reset semua	កំណត់​ឡើង​វិញ	إعادة ضبط الجميع	Her şeyi sıfırla	Nulli kõik	Обнулить все	დააყენეთ ყველა პარამეტრი	Minden visszaállítása	Resetta tutto	Resetuj sve	重设全部	Alles zurücksetzen
PHP	RESTRICT_FOR_THE_ROLE	Restrict for the role	Restriction pour la rôle	Restringir por la actividad	Terbatas untuk peran	ហាម​ប្រាម​ដល់​តួនាទី	تقيّد للدور	Rol sınırlaması	Piira rolli jaoks	Только для роли	შეზღუდვა როლისთვის	Rang alapján korlátozás	Limitato per il ruolo	Ograniči za ulogu	对角色限制	begrenzen auf Funktion
PHP	RESTRICT_FOR_THE_USER	Restrict for the user	Restriction pour l'utilisateur	Restringir por el usuario	Terbatas untuk pengguna	ហាម​ប្រាម​ដល់​អ្នក​ប្រើ​ប្រាស់	تقيّد للمستخدم	Kullanıcı sınırlaması	Piira kasutaja jaoks	Только для пользователя	შეზღუდვა მომხმარებლისთვის	Felhasználó korlátozása	Limitato per l'utente	Ograniči za korisnika	对用户限制	begrenzen auf Benutzer_in
PHP	ROLE	Role	Rôle	Actividad	Peran	តួនាទី	الدَوْر	Rol	Roll	Роль	როლი	Rang  	Ruolo	Uloga	角色	Funktion
PHP	ROLE_LIST	Role list	Liste des rôles	Lista de actividades	Daftar Peran	បញ្ចី​តួនាទី	قائمة الأدوار	Rol listesi	Rolli nimekiri	Список ролей	როლის სია	Rang lista	Elenco di Ruoli	Lista uloga	角色名单	Funktionsliste
PHP	ROLES	Roles	Rôles	Actividades	Roles	តួនាទី	الأدوار	Roller	Rollid	Роли	როლები	Rangok	Ruoli	Uloge	角色（多个）	Funktionen
PHP	ROLES___MODULE_ACCESS_CONTROL	Roles / Module Access Control	Rôles / Module de contrôle d'accès	Control de acceso a módulos / actividades	Akses kontrol Peran / Modul	តួនាទី/ការ​គ្រប់​គ្រង​សិទ្ធិ	التحكم بالوصول إلى الأدوار/الوحدات البرمجية	Roller / Modül Erişim Kontrolü	Rollide / Moodulite juurdepääsu kontroll	Роли / Права доступа по модулям	როლის/მოდულის წვდომის კონტროლი	Rang / Modul hozzáférési beállítások	Ruoli/Modulo Controllo Accesso	Uloge / Modul kontrole pristupa	角色／模块存取控制	Funktionen/ Modul Zugangskontrolle
PHP	ROLES__AMP__MODULE_ACCESS_CONTROL	Roles &amp; Module Access Control	Module d'accès et de contrôle des rôles	Control de acceso a módulos / actividades	Akses kontrol Peran;  Modul	តួនាទី &amp/; ការ​គ្រប់​គ្រង​សិទ្ធិ	الأدوار وAMP، التحكم بالوصول إلى الوحدة البرمجية	Roller ve amp; Modül Erişim Kontrolü	Rollide &amp; Moodulite juurdepääsu kontroll	Роли &amp; Права доступа по модулям	როლი &გამაძლიერებელი; მოდული წვდომის კონტროლი	Rang és modul hozzáférési beállítások	Ruoli e amp; Modulo Controllo Accesso (what is amp?)	Uloge & amp; modul kontrole pristupa	角色与放大器；模块存取控制	Funktionen &amp; Modul Zugangskontrolle
PHP	ROLES_WITH_PERMISSION_TO_ACCESS_THIS_EVENT	Roles with permission to access this Event	Rôles qui ont la permission d'accéder à ce Document	Actividades con permiso para ingresar a este evento	Peran dengan wewenang untuk mengakses peristiwa ini	តួនាទី​ដែល​មាន​ការ​អុញ្ញាតិ​ឲ្យ​ប្រើ​ប្រាស់​ព្រឹត្តិការណ៍​នេះ	الأدوار المصرح لها بالوصول إلى هذا الحدث	Bu Olaya erişimi olan roller	Rollid sissepääsuloaga sellele Sündmusele	Роли с правами доступа к этому событию	როლები ნებართვით, რათა იყოს წვდმობა მოცემულ შემთხვევაზე	Rangok melyekkel megtekinthető az esemény	Ruoli con permesso di accesso a questo Evento	uloge sa dozvolom pristupa ovom događaju	角色准许改写该事件	Funktionen mit Erlaubnis für Zugang zu diesem Ereignis
PHP	ROLES_WITH_PERMISSION_TO_ACCESS_THIS_PERSON	Roles with permission to access this Person	Rôles qui ont la permission d'accéder à cette Personne	Actividades con permiso para ingresar a esta Persona	Peran dengan wewenang untuk mengakses Orang ini	តួនាទី​ដែល​មាន​ការ​អុញ្ញាតិ​ឲ្យ​ប្រើ​ប្រាស់ទំរង់​បុគ្គល​នេះ	الأدوار المصرح لها بالوصول إلى هذا الشخص	Bu Kişiye erişimi olan roller	Rollid sissepääsuloaga sellele Isikule	Роли с правами доступа к этому человеку	როლები ნებართვით, რათა იყოს წვდმობა მოცემულ პირზე	Rangok melyekkel megtekinthető a személy	Ruoli con permesso di accesso a questa Persona	Uloge sa dozvolom pristupa ovoj osobi	角色准许改写该人士	Funktionen mit Erlaubnis für Zugang zu dieser Person
